
Step Well
23.03807426622079, 72.5535943686572
23.03807147177002, 72.55362757742539
23.038053365390414, 72.55366083012778
23.038014326153977, 72.55368053555972
23.037955794736366, 72.55368055366286
23.037947449573473, 72.55367600902463
23.037911412515975, 72.5536351379112
23.037903346249994, 72.55355962974822
23.037910361105094, 72.55353701228871
23.037922929029488, 72.55352346621929
23.03793964439155, 72.55350841660332
23.037964574707587, 72.55349931519196
23.037997856617597, 72.55349171166085
23.038028484225904, 72.55350088085885
23.038047914864816, 72.55351897762151
23.038065942202454, 72.5535581612823
23.038071499653864, 72.55356722084854
23.038075657187044, 72.55358984285809

S13



